,Año,Trimestre,Provincia,Accesos telefonía fija por cada 100 hab,Accesos telefonía fija por cada 100 hogares
649,2020,4,Capital Federal,46.28,111.79
650,2020,4,Catamarca,8.04,31.61
651,2020,4,Chaco,6.71,25.09
652,2020,4,Chubut,11.72,38.22
653,2020,4,Córdoba,14.17,46.28
654,2020,4,Corrientes,7.59,28.81
655,2020,4,Entre Ríos,12.87,43.03
656,2020,4,Formosa,5.61,22.04
657,2020,4,Jujuy,5.9,23.07
658,2020,4,La Pampa,19.64,59.6
659,2020,4,La Rioja,7.41,27.82
660,2020,4,Mendoza,9.83,35.21
661,2020,4,Misiones,6.77,24.85
662,2020,4,Neuquén,11.17,37.52
663,2020,4,Río Negro,11.25,36.56
664,2020,4,Salta,7.1,29.3
665,2020,4,San Juan,9.54,37.44
666,2020,4,San Luis,6.74,23.55
667,2020,4,Santa Cruz,7.37,24.78
668,2020,4,Santa Fe,16.7,53.1
669,2020,4,Santiago del Estero,6.75,27.21
670,2020,4,Tierra del Fuego,12.31,41.53
671,2020,4,Tucumán,10.65,42.99
672,2021,1,Buenos Aires,18.32,55.58
673,2021,1,Capital Federal,45.39,109.28
674,2021,1,Catamarca,6.42,25.24
675,2021,1,Chaco,6.32,23.63
676,2021,1,Chubut,11.87,38.72
677,2021,1,Córdoba,13.98,45.65
678,2021,1,Corrientes,7.06,26.79
679,2021,1,Entre Ríos,12.19,40.77
680,2021,1,Formosa,5.18,20.35
681,2021,1,Jujuy,5.59,21.87
682,2021,1,La Pampa,19.91,60.42
683,2021,1,La Rioja,6.19,23.25
684,2021,1,Mendoza,9.9,35.47
685,2021,1,Misiones,6.53,23.98
686,2021,1,Neuquén,11.25,37.8
687,2021,1,Río Negro,11.1,36.1
688,2021,1,Salta,6.78,28.01
689,2021,1,San Juan,9.61,37.74
690,2021,1,San Luis,6.8,23.77
691,2021,1,Santa Cruz,7.43,24.95
692,2021,1,Santa Fe,16.16,51.4
693,2021,1,Santiago del Estero,6.38,25.69
694,2021,1,Tierra del Fuego,12.54,42.3
695,2021,1,Tucumán,9.67,39.03
696,2021,2,Buenos Aires,13.65,41.31
697,2021,2,Capital Federal,27.67,66.68
698,2021,2,Catamarca,6.44,25.34
699,2021,2,Chaco,6.3,23.56
700,2021,2,Chubut,11.82,38.57
701,2021,2,Córdoba,13.31,43.49
702,2021,2,Corrientes,7.19,27.3
703,2021,2,Entre Ríos,12.17,40.7
704,2021,2,Formosa,5.31,20.86
705,2021,2,Jujuy,4.77,18.67
706,2021,2,La Pampa,19.91,60.42
707,2021,2,La Rioja,5.69,21.37
708,2021,2,Mendoza,9.86,35.33
709,2021,2,Misiones,6.45,23.67
710,2021,2,Neuquén,11.2,37.63
711,2021,2,Río Negro,11.26,36.6
712,2021,2,Salta,6.76,27.92
713,2021,2,San Juan,9.59,37.64
714,2021,2,San Luis,6.78,23.69
715,2021,2,Santa Cruz,7.39,24.84
716,2021,2,Santa Fe,15.71,49.96
717,2021,2,Santiago del Estero,6.02,24.26
718,2021,2,Tierra del Fuego,12.46,42.04
719,2021,2,Tucumán,8.27,33.37
720,2021,3,Buenos Aires,18.01,54.38
721,2021,3,Capital Federal,44.45,107.27
722,2021,3,Catamarca,5.93,23.32
723,2021,3,Chaco,6.11,22.88
724,2021,3,Chubut,11.77,38.41
725,2021,3,Córdoba,12.85,41.97
726,2021,3,Corrientes,6.95,26.41
727,2021,3,Entre Ríos,11.82,39.52
728,2021,3,Formosa,5.03,19.76
729,2021,3,Jujuy,4.55,17.8
730,2021,3,La Pampa,19.98,60.65
731,2021,3,La Rioja,5.48,20.59
732,2021,3,Mendoza,9.83,35.23
733,2021,3,Misiones,6.24,22.92
734,2021,3,Neuquén,11.15,37.46
735,2021,3,Río Negro,11.18,36.33
736,2021,3,Salta,6.57,27.14
737,2021,3,San Juan,9.56,37.54
738,2021,3,San Luis,6.76,23.62
739,2021,3,Santa Cruz,7.34,24.68
740,2021,3,Santa Fe,15.25,48.48
741,2021,3,Santiago del Estero,5.85,23.59
742,2021,3,Tierra del Fuego,12.39,41.79
743,2021,3,Tucumán,7.84,31.64
744,2021,4,Buenos Aires,18.81,56.67
745,2021,4,Capital Federal,46.77,112.99
746,2021,4,Catamarca,7.11,27.94
747,2021,4,Chaco,7.51,28.1
748,2021,4,Chubut,10.94,35.71
749,2021,4,Córdoba,15.46,50.49
750,2021,4,Corrientes,8.71,33.08
751,2021,4,Entre Ríos,14.92,49.89
752,2021,4,Formosa,6.0,23.56
753,2021,4,Jujuy,5.72,22.35
754,2021,4,La Pampa,19.95,60.55
755,2021,4,La Rioja,6.76,25.41
756,2021,4,Mendoza,10.23,36.67
757,2021,4,Misiones,7.78,28.58
758,2021,4,Neuquén,10.88,36.55
759,2021,4,Río Negro,11.48,37.33
760,2021,4,Salta,8.4,34.69
761,2021,4,San Juan,8.49,33.34
762,2021,4,San Luis,6.46,22.58
763,2021,4,Santa Cruz,7.51,25.23
764,2021,4,Santa Fe,18.49,58.79
765,2021,4,Santiago del Estero,6.78,27.34
766,2021,4,Tierra del Fuego,10.81,36.46
767,2021,4,Tucumán,9.73,39.28
768,2022,1,Buenos Aires,19.08,57.86
769,2022,1,Capital Federal,49.05,118.08
770,2022,1,Catamarca,7.28,28.63
771,2022,1,Chaco,7.07,26.44
772,2022,1,Chubut,11.79,38.48
773,2022,1,Córdoba,15.47,50.52
774,2022,1,Corrientes,7.96,30.23
775,2022,1,Entre Ríos,13.73,45.91
776,2022,1,Formosa,5.6,22.02
777,2022,1,Jujuy,6.34,24.8
778,2022,1,La Pampa,20.23,61.4
779,2022,1,La Rioja,7.02,26.37
780,2022,1,Mendoza,9.89,35.44
781,2022,1,Misiones,7.27,26.68
782,2022,1,Neuquén,11.21,37.66
783,2022,1,Río Negro,11.16,36.28
784,2022,1,Salta,7.69,31.76
785,2022,1,San Juan,9.61,37.71
786,2022,1,San Luis,6.8,23.74
787,2022,1,Santa Cruz,7.43,24.98
788,2022,1,Santa Fe,17.83,56.71
789,2022,1,Santiago del Estero,6.93,27.91
790,2022,1,Tierra del Fuego,12.54,42.3
791,2022,1,Tucumán,10.96,44.25
792,2022,2,Buenos Aires,14.87,44.99
793,2022,2,Capital Federal,36.37,87.66
794,2022,2,Catamarca,6.54,25.72
795,2022,2,Chaco,5.67,21.21
796,2022,2,Chubut,11.83,38.6
797,2022,2,Córdoba,13.0,42.45
798,2022,2,Corrientes,8.12,30.82
799,2022,2,Entre Ríos,11.69,39.1
800,2022,2,Formosa,5.8,22.8
801,2022,2,Jujuy,4.89,19.11
802,2022,2,La Pampa,20.31,61.63
803,2022,2,La Rioja,6.72,25.23
804,2022,2,Mendoza,9.88,35.39
805,2022,2,Misiones,6.08,22.31
806,2022,2,Neuquén,11.79,39.6
807,2022,2,Río Negro,11.07,35.98
808,2022,2,Salta,6.34,26.16
809,2022,2,San Juan,9.59,37.64
810,2022,2,San Luis,6.78,23.69
811,2022,2,Santa Cruz,7.39,24.82
812,2022,2,Santa Fe,14.48,46.06
813,2022,2,Santiago del Estero,6.44,25.94
814,2022,2,Tierra del Fuego,12.46,42.04
815,2022,2,Tucumán,9.99,40.34
816,2022,3,Buenos Aires,19.48,58.81
817,2022,3,Capital Federal,54.48,131.46
818,2022,3,Catamarca,6.17,24.26
819,2022,3,Chaco,5.44,20.36
820,2022,3,Chubut,11.65,38.01
821,2022,3,Córdoba,12.56,41.03
822,2022,3,Corrientes,8.03,30.48
823,2022,3,Entre Ríos,11.34,37.92
824,2022,3,Formosa,5.82,22.86
825,2022,3,Jujuy,4.68,18.31
826,2022,3,La Pampa,19.51,59.23
827,2022,3,La Rioja,6.48,24.33
828,2022,3,Mendoza,9.88,35.41
829,2022,3,Misiones,6.06,22.26
830,2022,3,Neuquén,12.08,40.59
831,2022,3,Río Negro,10.21,33.19
832,2022,3,Salta,6.17,25.47
833,2022,3,San Juan,9.56,37.54
834,2022,3,San Luis,6.76,23.62
835,2022,3,Santa Cruz,5.2,17.46
836,2022,3,Santa Fe,13.58,43.19
837,2022,3,Santiago del Estero,6.4,25.8
838,2022,3,Tierra del Fuego,12.39,41.79
839,2022,3,Tucumán,9.67,39.03
